n_members,n_windows,sol_lon_min,sol_lon_max,best_z,ra,dec,vgeo,sol_lon,q,e,i,peri,node,gmn_code,gmn_code_fraction,sporadic_fraction,iau_established,iau_established_sep,iau_working,iau_working_sep,gathered,n_years_present,n_years_excess,excess_years,median_year_z,max_year_fraction,gathered_sporadic_fraction,lam_sun_centred,beta_ecl,nearest_sporadic_source,sporadic_source_dist_deg,iau_recheck_established,iau_recheck_working
21,1,46.5,48.5,17.0,225.65,64.64,16.59,48.04,1.0063,0.6137,24.37,187.6,48.05,,0.0,1.0,,,,,234,8,8,"2019,2020,2021,2022,2023,2024,2025,2026",28.5,0.303,1.0,115.44,69.66,north_toroidal,66.4,,
25,2,70.5,74.0,16.0,282.37,-11.43,40.34,72.6,0.0996,0.956,41.26,329.17,72.6,,0.0,1.0,,,,,92,8,8,"2019,2020,2021,2022,2023,2024,2025,2026",6.0,0.304,1.0,209.86,11.56,antihelion,15.2,,
73,1,78.0,80.0,8.81,3.3,10.96,66.91,79.12,0.767,0.913,162.42,119.1,79.11,,0.0,1.0,,,,,250,8,8,"2019,2020,2021,2022,2023,2024,2025,2026",26.5,0.372,0.728,287.16,10.09,north_apex,17.5,,
14,1,91.5,93.5,8.86,303.06,-17.44,40.74,92.82,0.0582,0.9741,8.99,333.92,92.93,,0.0,1.0,,,,,81,8,8,"2019,2020,2021,2022,2023,2024,2025,2026",7.5,0.321,1.0,207.4,2.45,antihelion,7.8,,
16,1,45.0,47.0,13.0,184.7,29.04,10.04,45.6,0.9847,0.5968,7.51,200.5,45.63,,0.0,1.0,,,,,290,8,8,"2019,2020,2021,2022,2023,2024,2025,2026",27.5,0.269,1.0,127.22,30.11,antihelion,76.5,,
39,2,201.0,204.5,11.0,89.25,-11.18,58.59,203.4,0.7447,0.9599,113.1,61.29,23.4,,0.0,1.0,,,,,55,7,7,"2019,2020,2021,2022,2023,2024,2025",4.0,0.364,1.0,245.37,-34.12,south_apex,29.5,,
13,1,234.0,236.0,11.0,75.44,26.68,40.61,234.72,0.1306,0.9826,10.54,319.23,234.72,,0.0,1.0,,,,,195,7,7,"2019,2020,2021,2022,2023,2024,2025",24.0,0.338,0.641,202.5,3.9,antihelion,4.6,,
58,2,36.0,39.5,17.0,270.64,7.42,55.2,38.4,0.5267,0.9654,105.23,268.58,38.39,,0.0,1.0,,,,,72,7,7,"2020,2021,2022,2023,2024,2025,2026",7.0,0.361,1.0,232.45,31.58,north_apex,38.3,,
76,3,144.0,149.0,17.0,76.07,36.46,65.69,145.05,0.6367,0.9798,152.04,104.03,145.05,,0.0,1.0,,,,,138,7,7,"2019,2020,2021,2022,2023,2024,2025",17.0,0.362,1.0,293.59,14.4,north_apex,22.8,,
14,1,156.0,158.0,11.0,32.37,-13.7,54.73,156.54,0.335,0.9887,106.97,110.35,336.54,,0.0,1.0,,,,,72,7,7,"2019,2020,2021,2022,2023,2024,2025",8.0,0.347,1.0,227.35,-24.76,antihelion,36.4,,
18,1,223.5,225.5,17.0,112.43,2.52,65.12,224.8,0.682,0.8969,142.44,69.04,44.8,,0.0,1.0,,,,,76,7,7,"2019,2020,2021,2022,2023,2024,2025",9.0,0.263,1.0,249.14,-18.88,south_apex,20.3,,
11,1,223.5,225.5,11.0,65.46,12.44,36.01,224.35,0.1821,0.9278,17.89,134.56,44.35,,0.0,1.0,,,,,102,7,7,"2019,2020,2021,2022,2023,2024,2025",15.0,0.255,1.0,202.36,-8.6,antihelion,8.9,,
13,1,49.5,51.5,11.0,289.25,-15.33,63.03,50.28,0.3679,0.9719,163.34,287.47,50.27,,0.0,1.0,,,,,50,7,7,"2020,2021,2022,2023,2024,2025,2026",3.5,0.34,1.0,238.12,7.04,north_apex,32.3,,
17,1,123.0,125.0,13.0,269.1,22.81,14.45,123.69,0.9457,0.6411,16.28,215.21,123.71,,0.0,1.0,,,,,272,7,7,"2019,2020,2021,2022,2023,2024,2025",23.0,0.438,0.971,147.24,45.12,antihelion,66.4,,
14,1,33.0,35.0,11.0,245.03,26.4,38.19,33.46,0.6736,0.9361,54.67,252.13,33.46,,0.0,1.0,,,,,70,7,7,"2020,2021,2022,2023,2024,2025,2026",6.5,0.314,1.0,204.12,46.37,north_toroidal,41.8,,
23,1,30.0,32.0,18.0,116.67,43.78,8.44,30.92,1.0005,0.5791,5.29,171.21,30.97,,0.0,1.0,,,,,206,7,7,"2020,2021,2022,2023,2024,2025,2026",4.0,0.335,1.0,80.37,19.59,helion,100.8,,
10,1,85.5,87.5,8.0,318.42,59.25,40.92,86.97,1.0112,0.8704,69.76,171.73,86.97,,0.0,1.0,,,,,41,7,7,"2020,2021,2022,2023,2024,2025,2026",5.0,0.293,1.0,283.42,68.29,north_toroidal,10.1,,
24,1,193.5,195.5,19.0,19.78,69.43,40.24,194.4,0.7966,0.9233,64.93,235.28,194.4,,0.0,1.0,,,,,85,7,7,"2019,2020,2021,2022,2023,2024,2025",12.0,0.306,1.0,218.73,55.47,north_toroidal,27.7,,
10,1,124.5,126.5,10.0,236.8,32.28,11.74,125.69,1.0149,0.6273,14.57,182.45,125.71,,0.0,1.0,,,,,233,7,7,"2019,2020,2021,2022,2023,2024,2025",22.0,0.369,1.0,94.68,52.41,north_toroidal,97.8,,
13,1,52.5,54.5,10.0,258.44,31.47,35.3,53.89,0.7847,0.9235,51.56,238.13,53.89,,0.0,1.0,,,,,46,7,7,"2020,2021,2022,2023,2024,2025,2026",5.0,0.261,1.0,200.34,53.69,north_toroidal,38.6,,
13,1,22.5,24.5,6.11,226.23,7.13,38.65,23.84,0.34,0.9752,37.47,289.65,23.84,,0.0,1.0,,,,,46,7,7,"2020,2021,2022,2023,2024,2025,2026",3.5,0.326,1.0,196.57,23.31,antihelion,23.6,,
28,1,9.0,11.0,8.0,297.39,-3.64,65.41,10.12,0.7339,0.8865,147.0,115.53,10.11,,0.0,1.0,,,,,34,7,7,"2020,2021,2022,2023,2024,2025,2026",2.5,0.412,1.0,289.16,17.21,north_apex,18.5,,
34,2,130.5,134.0,16.0,324.36,-11.29,29.0,131.33,0.3572,0.8513,3.57,292.36,132.29,,0.0,1.0,,,,,439,7,7,"2019,2020,2021,2022,2023,2024,2025",48.0,0.349,1.0,190.59,2.62,antihelion,9.8,,
21,1,27.0,29.0,19.71,235.52,-17.83,40.59,27.85,0.0567,0.972,6.33,335.19,28.2,,0.0,1.0,,,,,184,7,7,"2020,2021,2022,2023,2024,2025,2026",18.0,0.299,1.0,207.93,1.45,antihelion,8.1,,
12,1,210.0,212.0,13.0,314.29,51.87,16.88,210.63,0.9662,0.6867,23.23,202.05,210.63,,0.0,1.0,,,,,233,7,7,"2019,2020,2021,2022,2023,2024,2025",25.0,0.309,1.0,135.97,62.81,north_toroidal,64.2,,
21,1,10.5,12.5,7.06,254.29,5.06,60.07,11.48,0.6083,0.9316,121.13,259.93,11.48,,0.0,1.0,,,,,39,7,7,"2020,2021,2022,2023,2024,2025,2026",3.5,0.462,1.0,240.4,27.54,north_apex,30.3,,
17,1,159.0,161.0,13.0,33.94,-12.63,53.91,159.78,0.3203,0.9824,105.76,112.56,339.78,,0.0,1.0,,,,,84,7,7,"2019,2020,2021,2022,2023,2024,2025",10.0,0.321,1.0,226.31,-24.84,antihelion,35.7,,
26,2,148.5,152.0,13.0,37.31,9.34,64.54,151.46,0.5298,0.9139,169.05,89.89,331.48,,0.0,1.0,,,,,53,7,7,"2019,2020,2021,2022,2023,2024,2025",7.0,0.321,1.0,245.28,-4.69,south_apex,26.4,,
30,2,216.0,219.5,13.0,117.86,21.71,69.15,217.07,0.86,0.8582,176.99,222.62,217.12,,0.0,1.0,,,,,63,7,7,"2019,2020,2021,2022,2023,2024,2025",9.0,0.302,1.0,258.87,1.38,north_apex,17.5,,
25,2,45.0,48.5,13.0,138.02,33.69,7.63,47.16,1.0073,0.5383,3.15,174.03,47.39,,0.0,1.0,,,,,198,7,7,"2020,2021,2022,2023,2024,2025,2026",20.0,0.283,1.0,85.18,16.56,helion,105.4,,
14,1,333.0,335.0,14.0,173.89,-16.37,43.19,334.01,0.1706,0.9673,45.12,133.88,154.01,,0.0,1.0,,,,,59,7,7,"2020,2021,2022,2023,2024,2025,2026",5.0,0.339,1.0,206.12,-17.06,antihelion,18.1,,
26,2,81.0,84.5,13.0,29.46,58.39,41.62,83.59,0.5993,0.939,65.85,98.56,83.6,,0.0,1.0,,,,,74,7,7,"2020,2021,2022,2023,2024,2025,2026",10.0,0.284,0.635,328.05,43.86,north_toroidal,39.3,,
17,1,268.5,270.5,13.0,172.45,62.82,45.27,269.72,0.7997,0.9543,74.45,233.51,269.72,,0.0,1.0,,,,,32,7,7,"2019,2020,2021,2022,2023,2024,2025",3.5,0.281,1.0,229.21,52.95,north_toroidal,23.6,,
74,1,235.5,237.5,12.54,119.82,13.48,64.82,236.35,0.4512,0.9271,164.2,98.05,56.34,,0.0,1.0,,,,,219,7,7,"2019,2020,2021,2022,2023,2024,2025",8.98,0.311,0.991,243.26,-6.42,south_apex,27.6,,
23,1,249.0,251.0,12.07,106.27,62.42,40.59,250.05,0.5395,0.9471,60.86,266.69,250.05,,0.0,1.0,,,,,37,7,7,"2019,2020,2021,2022,2023,2024,2025",5.0,0.27,1.0,210.57,40.45,antihelion,41.7,,
15,1,330.0,332.0,12.0,171.11,-15.89,43.57,331.36,0.1764,0.9718,51.69,131.89,151.36,,0.0,1.0,,,,,64,7,7,"2020,2021,2022,2023,2024,2025,2026",7.0,0.281,1.0,207.69,-18.38,antihelion,19.9,,
10,1,133.5,135.5,8.0,294.52,-14.12,14.79,134.84,0.8291,0.6648,3.1,236.44,134.9,,0.0,1.0,,,,,477,7,7,"2019,2020,2021,2022,2023,2024,2025",42.0,0.411,1.0,159.77,6.26,antihelion,40.7,,
10,1,205.5,207.5,8.0,246.9,66.33,27.62,206.81,0.9882,0.6888,45.15,168.84,206.81,,0.0,1.0,,,,,114,7,7,"2019,2020,2021,2022,2023,2024,2025",15.0,0.254,1.0,323.64,80.18,north_toroidal,27.2,,
10,1,211.5,213.5,8.0,112.05,19.34,69.78,212.52,0.8584,0.9164,175.28,44.63,32.54,,0.0,1.0,,,,,133,7,7,"2019,2020,2021,2022,2023,2024,2025",16.0,0.353,1.0,258.12,-2.59,south_apex,17.1,,
10,1,40.5,42.5,8.0,289.65,-9.82,66.38,41.4,0.6705,0.9553,155.24,252.56,41.39,,0.0,1.0,,,,,46,7,7,"2020,2021,2022,2023,2024,2025,2026",4.0,0.283,1.0,248.05,12.1,north_apex,21.5,,
48,2,175.5,179.0,13.39,13.9,33.68,42.69,178.34,0.266,0.97,57.75,300.16,178.34,,0.0,1.0,,,,,77,7,7,"2019,2020,2021,2022,2023,2024,2025",8.0,0.416,0.623,208.54,25.37,antihelion,26.7,,
10,1,64.5,66.5,8.0,270.04,12.56,39.77,65.76,0.4844,0.9676,55.95,273.99,65.76,,0.0,1.0,,,,,33,7,7,"2020,2021,2022,2023,2024,2025,2026",4.5,0.242,1.0,204.81,36.01,antihelion,36.3,,
36,1,43.5,45.5,21.76,245.77,61.15,21.1,44.35,1.0,0.6392,33.08,192.22,44.36,,0.0,1.0,,,,,163,7,7,"2020,2021,2022,2023,2024,2025,2026",18.0,0.282,1.0,146.63,78.15,north_toroidal,47.7,,
31,1,283.5,285.5,25.0,153.05,-6.71,58.01,284.82,0.2622,0.9487,128.7,120.48,104.82,,0.0,1.0,,,,,67,7,7,"2020,2021,2022,2023,2024,2025,2026",4.0,0.373,1.0,231.52,-17.02,antihelion,35.5,,
10,1,45.0,47.0,9.0,161.42,15.09,8.5,45.79,1.0028,0.6083,1.29,187.85,46.32,,0.0,1.0,,,,,193,7,7,"2020,2021,2022,2023,2024,2025,2026",9.14,0.28,1.0,110.0,6.16,antihelion,90.1,,
11,1,129.0,131.0,9.0,298.26,0.19,18.95,129.89,0.7443,0.7276,11.63,249.16,129.91,,0.0,1.0,,,,,357,7,7,"2019,2020,2021,2022,2023,2024,2025",31.0,0.367,1.0,169.33,18.51,antihelion,35.5,,
30,1,33.0,35.0,24.0,277.06,-5.24,63.23,34.08,0.569,0.9593,139.67,264.78,34.07,,0.0,1.0,,,,,47,7,7,"2020,2021,2022,2023,2024,2025,2026",3.5,0.34,1.0,242.2,18.18,north_apex,26.8,,
29,2,67.5,71.0,8.35,273.09,15.2,39.27,68.4,0.5173,0.9138,58.43,271.83,68.4,,0.0,1.0,,,,,30,7,7,"2020,2021,2022,2023,2024,2025,2026",3.0,0.233,1.0,206.0,37.92,antihelion,38.3,,
10,1,42.0,44.0,9.0,260.03,19.73,42.49,42.91,0.5901,0.9316,67.63,261.08,42.91,,0.0,1.0,,,,,47,7,7,"2020,2021,2022,2023,2024,2025,2026",5.5,0.34,1.0,213.86,43.09,north_toroidal,38.8,,
12,1,309.0,311.0,9.0,191.27,2.75,63.9,310.24,0.3638,0.9485,161.63,287.46,310.24,,0.0,1.0,,,,,54,7,7,"2020,2021,2022,2023,2024,2025,2026",8.0,0.259,1.0,239.47,7.77,north_apex,30.8,,
10,1,42.0,44.0,8.0,70.76,69.51,14.54,42.71,0.9504,0.627,16.42,148.02,42.72,,0.0,1.0,,,,,88,7,7,"2020,2021,2022,2023,2024,2025,2026",3.2,0.341,1.0,40.58,46.16,helion,72.4,,
10,1,42.0,44.0,8.0,260.12,50.9,29.38,43.4,0.9667,0.7616,46.79,205.07,43.41,,0.0,1.0,,,,,45,7,7,"2020,2021,2022,2023,2024,2025,2026",5.5,0.311,0.978,201.73,73.2,north_toroidal,30.2,,
12,1,241.5,243.5,5.37,75.17,49.83,36.13,242.27,0.4072,0.9548,39.17,281.89,242.27,,0.0,1.0,,,,,47,7,7,"2019,2020,2021,2022,2023,2024,2025",6.0,0.298,1.0,196.94,27.53,antihelion,27.7,,
10,1,51.0,53.0,8.0,293.38,-5.46,62.7,51.81,0.53,0.9507,144.19,268.45,51.8,,0.0,1.0,,,,,66,7,7,"2020,2021,2022,2023,2024,2025,2026",6.5,0.273,1.0,242.27,15.27,north_apex,26.8,,
27,1,28.5,30.5,22.0,262.78,6.81,55.75,29.74,0.4622,0.9551,107.51,276.54,29.74,,0.0,1.0,,,,,60,7,7,"2020,2021,2022,2023,2024,2025,2026",5.5,0.25,1.0,231.39,28.62,north_apex,38.3,,
28,2,52.5,56.0,9.84,296.41,-6.28,63.07,55.11,0.4928,0.9607,147.14,272.58,55.1,,0.0,1.0,,,,,69,7,7,"2020,2021,2022,2023,2024,2025,2026",7.5,0.29,1.0,241.07,14.61,north_apex,28.0,,
16,1,229.5,231.5,9.09,126.98,16.84,68.06,230.83,0.7426,0.8604,175.44,62.3,50.9,,0.0,1.0,,,,,78,7,7,"2019,2020,2021,2022,2023,2024,2025",8.0,0.308,0.923,253.75,-2.07,south_apex,20.6,,
43,1,142.5,144.5,29.22,273.4,12.88,10.78,143.36,0.9725,0.645,9.06,202.41,143.41,,0.0,1.0,,,,,220,7,7,"2019,2020,2021,2022,2023,2024,2025",4.47,0.359,1.0,128.39,33.79,antihelion,76.4,,
11,1,223.5,225.5,9.0,240.66,68.32,30.47,224.49,0.9882,0.697,50.44,173.11,224.49,,0.0,1.0,,,,,89,7,7,"2019,2020,2021,2022,2023,2024,2025",12.0,0.27,1.0,293.65,78.95,north_toroidal,20.7,,
13,1,85.5,87.5,10.0,273.02,9.18,29.99,86.73,0.5735,0.8818,31.74,263.41,86.74,,0.0,1.0,,,,,23,7,7,"2020,2021,2022,2023,2024,2025,2026",2.5,0.217,1.0,187.11,32.72,antihelion,35.0,,
35,1,208.5,210.5,36.67,342.16,-5.71,10.33,209.81,0.937,0.6246,2.44,202.46,209.02,,0.0,1.0,,,,,418,7,7,"2019,2020,2021,2022,2023,2024,2025",54.0,0.297,1.0,124.55,11.73,antihelion,76.0,,
31,1,175.5,177.5,20.27,11.7,41.13,42.32,176.12,0.3806,0.9455,66.46,287.95,176.12,,0.0,1.0,,,,,66,7,7,"2019,2020,2021,2022,2023,2024,2025",8.0,0.318,0.939,211.53,31.9,antihelion,33.8,,
12,1,43.5,45.5,10.0,84.32,46.21,11.25,44.43,0.9485,0.6145,6.44,147.51,44.51,,0.0,1.0,,,,,117,7,7,"2020,2021,2022,2023,2024,2025,2026",5.21,0.35,1.0,42.4,24.29,helion,65.7,,
56,2,298.5,302.0,31.0,136.35,-12.18,41.03,299.25,0.3316,0.9677,50.18,110.35,119.25,,0.0,1.0,,,,,164,7,7,"2020,2021,2022,2023,2024,2025,2026",13.0,0.323,1.0,203.69,-26.86,antihelion,27.1,,
24,1,210.0,212.0,20.0,289.92,46.04,15.21,211.2,0.9933,0.6608,21.28,184.6,211.2,,0.0,1.0,,,,,267,7,7,"2019,2020,2021,2022,2023,2024,2025",30.0,0.318,0.944,95.87,64.93,north_toroidal,80.7,,
13,1,45.0,47.0,10.0,206.58,44.24,14.31,46.18,0.9785,0.6512,16.2,202.42,46.2,,0.0,1.0,,,,,286,8,7,"2020,2021,2022,2023,2024,2025,2026",17.4,0.269,1.0,134.82,49.17,antihelion,77.0,,
15,1,69.0,71.0,12.0,298.53,10.15,54.09,69.96,0.517,0.9409,105.73,270.76,69.96,,0.0,1.0,,,,,37,6,6,"2020,2021,2022,2024,2025,2026",4.5,0.324,1.0,233.9,30.65,north_apex,36.8,,
23,2,0.0,360.5,12.0,234.04,-10.15,61.14,358.88,0.2729,0.9621,153.59,298.14,358.87,,0.0,1.0,,,,,48,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.333,1.0,237.78,9.49,north_apex,32.0,,
15,1,211.5,213.5,12.0,123.61,57.55,60.05,212.1,0.942,0.8957,116.5,207.21,212.1,,0.0,1.0,,,,,96,6,6,"2019,2021,2022,2023,2024,2025",10.0,0.302,1.0,259.8,36.81,north_apex,23.7,,
15,1,331.5,333.5,12.0,198.53,-17.13,59.39,332.69,0.1825,0.9823,149.27,133.49,152.69,,0.0,1.0,,,,,35,6,6,"2021,2022,2023,2024,2025,2026",2.0,0.343,1.0,231.26,-8.71,antihelion,32.4,,
10,1,219.0,221.0,9.0,130.67,-0.18,69.19,220.18,0.984,0.9423,149.61,349.22,40.18,,0.0,1.0,,,,,64,6,6,"2019,2021,2022,2023,2024,2025",7.0,0.281,1.0,273.32,-18.38,south_apex,4.6,,
33,1,108.0,110.0,7.38,309.97,25.95,41.75,108.57,0.5792,0.9347,65.7,262.94,108.58,,0.0,1.0,,,,,38,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.368,1.0,213.06,42.5,north_toroidal,39.7,,
33,2,114.0,117.5,13.0,47.71,36.58,61.52,114.97,0.4784,0.9549,137.99,84.98,114.97,,0.0,1.0,,,,,37,6,6,"2020,2021,2022,2023,2024,2025",5.0,0.27,1.0,300.25,16.95,north_apex,29.1,,
11,1,16.5,18.5,12.0,251.64,-11.31,60.96,17.65,0.272,0.9801,146.69,299.34,17.64,,0.0,1.0,,,,,40,6,6,"2021,2022,2023,2024,2025,2026",4.0,0.275,1.0,233.97,11.86,north_apex,35.2,,
24,2,187.5,191.0,13.0,27.39,27.83,42.77,190.0,0.1533,0.989,43.79,315.25,190.0,,0.0,1.0,,,,,85,6,6,"2019,2021,2022,2023,2024,2025",13.0,0.271,1.0,205.55,14.83,antihelion,15.8,,
11,1,49.5,51.5,9.0,291.75,57.95,30.35,50.22,1.0033,0.6333,52.39,169.55,50.23,,0.0,1.0,,,,,44,6,6,"2020,2021,2022,2023,2024,2025",5.5,0.295,1.0,289.54,77.55,north_toroidal,18.9,,
16,1,343.5,345.5,13.0,199.98,19.32,42.55,345.0,0.2969,0.9535,54.42,295.64,345.0,,0.0,1.0,,,,,58,6,6,"2021,2022,2023,2024,2025,2026",4.5,0.5,1.0,205.87,25.93,antihelion,26.6,,
17,1,169.5,171.5,13.0,157.52,48.82,45.04,170.79,0.4725,0.988,67.92,86.22,170.8,,0.0,1.0,,,,,62,6,6,"2020,2021,2022,2023,2024,2025",6.0,0.355,1.0,328.74,35.63,helion,37.2,,
16,1,256.5,258.5,13.0,138.9,9.04,64.18,257.36,0.4193,0.9421,163.73,101.16,77.36,,0.0,1.0,,,,,100,6,6,"2020,2021,2022,2023,2024,2025",11.5,0.31,1.0,241.71,-6.65,south_apex,29.0,,
10,1,81.0,83.0,9.0,312.87,-13.19,60.06,81.31,0.174,1.0026,163.64,311.0,81.29,,0.0,1.0,,,,,35,6,6,"2020,2021,2023,2024,2025,2026",2.5,0.314,1.0,231.91,4.99,antihelion,32.3,,
15,1,270.0,272.0,13.0,131.86,52.36,40.89,270.97,0.4018,0.9413,58.7,284.81,270.97,,0.0,1.0,,,,,32,6,6,"2020,2021,2022,2023,2024,2025",4.5,0.219,1.0,207.88,32.67,antihelion,33.5,,
21,2,76.5,80.0,9.0,289.87,4.24,47.14,78.54,0.2702,0.9727,73.67,299.39,78.54,,0.0,1.0,,,,,53,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.358,1.0,213.38,26.1,antihelion,29.2,,
11,1,204.0,206.0,9.0,120.29,60.69,59.35,205.42,0.9733,0.9154,112.95,197.84,205.42,,0.0,1.0,,,,,76,6,6,"2019,2021,2022,2023,2024,2025",11.0,0.276,0.961,262.95,39.49,north_toroidal,21.0,,
14,1,247.5,249.5,7.6,104.41,-30.17,43.25,249.04,0.769,0.9591,69.34,57.52,69.04,,0.0,1.0,,,,,32,6,6,"2020,2021,2022,2023,2024,2025",4.0,0.344,1.0,221.89,-52.94,south_apex,55.1,,
28,2,102.0,105.5,13.0,339.64,-1.83,61.36,104.09,0.2995,0.9691,161.72,295.31,104.08,,0.0,1.0,,,,,72,6,6,"2020,2021,2022,2023,2024,2025",8.0,0.375,1.0,236.25,6.54,north_apex,34.2,,
10,1,160.5,162.5,9.0,35.51,3.66,59.69,161.85,0.2418,0.9829,149.67,123.33,341.85,,0.0,1.0,,,,,51,6,6,"2020,2021,2022,2023,2024,2025",6.0,0.314,1.0,233.42,-10.54,antihelion,34.9,,
11,1,81.0,83.0,9.0,318.47,15.27,58.96,82.29,0.7073,0.9272,118.88,248.06,82.29,,0.0,1.0,,,,,41,6,6,"2021,2022,2023,2024,2025,2026",4.0,0.39,1.0,244.65,30.31,north_apex,28.0,,
13,1,199.5,201.5,11.0,39.43,31.38,42.35,200.9,0.1468,0.9858,43.83,316.17,200.91,,0.0,1.0,,,,,54,6,6,"2020,2021,2022,2023,2024,2025",7.0,0.333,1.0,206.36,15.3,antihelion,16.5,,
27,2,82.5,86.0,12.0,299.06,18.65,46.3,84.92,0.519,0.9417,77.35,271.12,84.93,,0.0,1.0,,,,,32,6,6,"2021,2022,2023,2024,2025,2026",4.5,0.312,1.0,219.35,38.46,north_toroidal,39.5,,
36,3,60.0,65.0,11.0,339.98,-19.57,68.8,62.37,1.0094,0.8842,162.13,349.99,242.38,,0.0,1.0,,,,,31,6,6,"2021,2022,2023,2024,2025,2026",2.5,0.452,1.0,271.99,-9.87,south_apex,5.5,,
13,1,67.5,69.5,10.0,303.28,11.33,57.84,68.94,0.6486,0.9409,114.7,255.82,68.94,,0.0,1.0,,,,,29,6,6,"2020,2022,2023,2024,2025,2026",3.5,0.241,1.0,240.76,31.08,north_apex,31.3,,
12,1,286.5,288.5,10.0,164.49,19.85,57.04,287.33,0.1828,0.9619,137.91,311.75,287.33,,0.0,1.0,,,,,39,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.256,1.0,230.91,11.79,antihelion,32.9,,
13,1,72.0,74.0,10.0,273.4,5.66,38.35,73.3,0.4055,0.9601,46.69,285.1,73.31,,0.0,1.0,,,,,34,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.294,1.0,201.54,30.23,antihelion,30.3,,
11,1,73.5,75.5,10.0,287.48,5.96,47.05,74.93,0.3052,0.9768,76.27,294.02,74.93,,0.0,1.0,,,,,46,6,6,"2021,2022,2023,2024,2025,2026",5.0,0.283,1.0,214.69,27.47,antihelion,31.0,,
45,2,76.5,80.0,10.22,293.12,15.74,45.45,79.22,0.5067,0.9304,75.88,272.05,79.23,,0.0,1.0,,,,,33,6,6,"2020,2022,2023,2024,2025,2026",3.5,0.303,1.0,218.81,37.73,north_toroidal,40.4,,
15,1,160.5,162.5,10.58,21.44,36.93,55.75,161.98,0.41,0.9442,113.71,281.52,161.97,,0.0,1.0,,,,,40,6,6,"2019,2021,2022,2023,2024,2025",7.0,0.275,1.0,232.77,25.78,north_apex,36.5,,
11,1,55.5,57.5,11.0,288.62,11.13,55.24,56.37,0.5891,0.9661,104.86,261.38,56.37,,0.0,1.0,,,,,30,6,6,"2021,2022,2023,2024,2025,2026",2.5,0.467,1.0,234.53,32.95,north_toroidal,36.4,,
13,1,67.5,69.5,11.0,326.97,53.98,45.33,68.35,0.9611,0.9249,76.02,153.25,68.35,,0.0,1.0,,,,,28,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.321,1.0,298.61,60.41,north_toroidal,14.2,,
14,1,33.0,35.0,11.0,266.59,6.12,55.87,34.05,0.491,0.9713,107.4,272.13,34.05,,0.0,1.0,,,,,65,6,6,"2021,2022,2023,2024,2025,2026",8.5,0.323,1.0,232.33,30.23,north_apex,38.0,,
24,2,21.0,24.5,11.0,257.76,-12.72,61.47,23.66,0.2681,0.9818,149.82,297.3,23.65,,0.0,1.0,,,,,31,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.387,1.0,233.34,10.47,antihelion,34.8,,
10,1,232.5,234.5,8.0,106.89,7.57,59.0,233.12,0.2739,0.9491,136.95,118.89,53.12,,0.0,1.0,,,,,71,6,6,"2020,2021,2022,2023,2024,2025",7.0,0.366,0.972,234.24,-14.49,south_apex,34.6,,
13,1,328.5,330.5,11.0,166.57,-14.07,41.58,329.64,0.2132,0.9847,41.74,127.09,149.64,,0.0,1.0,,,,,40,6,6,"2020,2022,2023,2024,2025,2026",2.0,0.4,1.0,203.71,-18.97,antihelion,19.3,,
14,1,225.0,227.0,11.0,346.89,63.8,19.95,226.24,0.9031,0.6861,27.9,219.45,226.24,,0.0,1.0,,,,,92,6,6,"2020,2021,2022,2023,2024,2025",12.0,0.391,1.0,161.64,59.07,north_toroidal,54.9,,
15,1,283.5,285.5,12.0,156.77,-39.54,55.26,284.51,0.9041,0.8876,99.62,33.97,104.52,,0.0,1.0,,,,,32,6,6,"2020,2022,2023,2024,2025,2026",2.0,0.375,1.0,253.15,-45.14,south_apex,33.5,,
11,1,283.5,285.5,9.0,139.79,47.13,39.22,284.33,0.3949,0.9735,49.2,284.05,284.33,,0.0,1.0,,,,,28,6,6,"2020,2022,2023,2024,2025,2026",2.0,0.286,1.0,202.61,30.43,antihelion,30.5,,
15,1,231.0,233.0,8.35,246.57,68.47,29.86,231.74,0.9881,0.7185,48.83,176.37,231.75,,0.0,1.0,,,,,75,6,6,"2020,2021,2022,2023,2024,2025",9.0,0.32,1.0,287.7,79.62,north_toroidal,20.6,,
10,1,234.0,236.0,8.0,163.93,51.1,59.02,235.52,0.9826,0.8634,111.48,189.24,235.52,,0.0,1.0,,,,,48,6,6,"2020,2021,2022,2023,2024,2025",6.0,0.333,1.0,266.33,40.24,north_toroidal,19.9,,
11,1,289.5,291.5,9.0,205.16,-12.61,71.28,290.85,0.9333,0.8857,174.23,333.6,110.81,,0.0,1.0,,,,,19,6,6,"2021,2022,2023,2024,2025,2026",3.0,0.211,1.0,277.48,-3.47,south_apex,13.7,,
10,1,168.0,170.0,8.0,45.34,5.53,60.38,168.96,0.2875,0.9661,148.59,118.25,348.96,,0.0,1.0,,,,,37,6,6,"2020,2021,2022,2023,2024,2025",3.0,0.351,1.0,234.99,-10.7,south_apex,34.4,,
